Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FS","Suite of Food Security Indicators","214","Dominican Republic","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","19.8","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","24.9","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","21","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","18.3","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","23.8","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","23.7","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","21.4","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","26.1","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","52.6","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","49.6","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","55.6","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","49.4","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","46.2","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","52.7","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","55.7","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","53","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","58.4","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","2.4","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","2.1","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","2.7","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.8","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.7","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.9","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.9","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.8","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","5.7","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","5.3","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","6","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.9","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.8","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","2","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.2","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.3","A","Official figure"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","66.5","E","Estimated value"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","6.4","E","Estimated value"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","23","E","Estimated value"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.01","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","29","E","Estimated value"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2018","2018","%","45","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","96","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21046","Percentage of population using safely managed sanitation services (percent)","2018","2018","%","45","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","87","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210260","Number of children under 5 years affected by wasting (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","6.8","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2018","2018","million No","0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","7.5","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2018","2018","million No","0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","26.4","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210420","Number of obese adults (18 years and older) (million)","2018","2018","million No","1.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","26.5","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","0.7","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","13","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1848","E","Estimated value"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2392","E","Estimated value"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","No","0.26","E","Estimated value"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","5.76","E","Estimated value"
"FS","Suite of Food Security Indicators","214","Dominican Republic","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","108.1","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","110","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","220001","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day)","2018","2018","kcal/cap/d","2547","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/cap/d","2538","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","43","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","66.7","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","35","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","14463.9","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","11.1","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.9","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","9.9","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","7.1","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","12.6","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","9.8","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","6.7","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","12.9","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","9.9","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","7.5","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","12.4","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","29.3","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","25.8","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","32.7","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","27.7","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","23.9","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","31.4","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","30.9","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","27.7","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","34","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.7","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.2","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","2.1","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.6","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61321","Confidence interval: Lower bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.4","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61322","Confidence interval: Upper bound","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","0.8","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.6","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61321","Confidence interval: Lower bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.5","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61322","Confidence interval: Upper bound","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.8","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","5","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61321","Confidence interval: Lower bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","4.4","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61322","Confidence interval: Upper bound","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","5.6","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.7","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61321","Confidence interval: Lower bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.5","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61322","Confidence interval: Upper bound","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.9","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1.9","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61321","Confidence interval: Lower bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","1.7","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","61322","Confidence interval: Upper bound","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.1","A","Official figure"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","40.5","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21034","Percent of arable land equipped for irrigation (percent) (3-year average)","20172019","2017-2019","%","6.9","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21033","Value of food imports in total merchandise exports (percent) (3-year average)","20172019","2017-2019","%","6","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.09","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","49","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21045","Percentage of population using safely managed drinking water services (percent)","2018","2018","%","66","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21047","Percentage of population using at least basic drinking water services (percent)","2018","2018","%","95","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21046","Percentage of population using safely managed sanitation services (percent)","2018","2018","%","42","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21048","Percentage of population using at least basic sanitation services (percent)","2018","2018","%","89","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21026","Percentage of children under 5 years affected by wasting (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210260","Number of children under 5 years affected by wasting (million)","2018","2018","million No","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","23.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210250","Number of children under 5 years of age who are stunted (modeled estimates) (million)","2018","2018","million No","0.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21041","Percentage of children under 5 years of age who are overweight (modelled estimates) (percent)","2018","2018","%","10.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210410","Number of children under 5 years of age who are overweight (modeled estimates) (million)","2018","2018","million No","0.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","24.2","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210420","Number of obese adults (18 years and older) (million)","2018","2018","million No","2.8","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","17.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","0.8","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2018","2018","%","","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","10.7","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","<0.1","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1787","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/cap/d","2309","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2018","2018","No","0.25","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","2.37","E","Estimated value"
"FS","Suite of Food Security Indicators","218","Ecuador","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","95.7","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","134","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","220001","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day)","2018","2018","kcal/cap/d","3119","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","22000","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average)","20172019","2017-2019","kcal/cap/d","3136","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)","20172019","2017-2019","%","64","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","93.2","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/cap/d","28.1","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","14759.3","X","Figure from international organizations"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","6.8","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","7.1","E","Estimated value"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","7.4","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","6.2","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","8.6","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","6.9","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","5.8","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","8.1","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","7.9","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","6.7","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","9.1","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","31.2","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","28.6","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","33.9","A","Official figure"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","28.1","A","Official figure"
